team,split_value,matches_played,possession_pct,touches_against,touches_for,touches_opp_box_against,touches_opp_box_for,passes_attempted_against,passes_attempted_for,passes_completed_against,passes_completed_for,open_play_passes_against,open_play_passes_for,passes_forward_against,passes_forward_for,passes_backward_against,passes_backward_for,passes_sideways_against,passes_sideways_for,passes_opp_half_against,passes_opp_half_for,passes_own_half_against,passes_own_half_for,crosses_attempted_against,crosses_attempted_for,crosses_completed_against,crosses_completed_for,long_passes_attempted_against,long_passes_attempted_for,long_passes_completed_against,long_passes_completed_for,through_balls_against,through_balls_for,corners_against,corners_for,chances_created_against,chances_created_for,assists_against,assists_for,shots_against,shots_for,shots_on_target_against,shots_on_target_for,shots_off_target_against,shots_off_target_for,shots_blocked_against,shots_blocked_for,shots_in_box_against,shots_in_box_for,shots_outside_box_against,shots_outside_box_for,shots_on_target_in_box_against,shots_on_target_in_box_for,shots_on_target_outside_box_against,shots_on_target_outside_box_for,goals_against,goals_for,goals_in_box_against,goals_in_box_for,goals_outside_box_against,goals_outside_box_for,goals_from_shots_against,goals_from_shots_for,own_goals_against,own_goals_for,own_goals_in_box_against,own_goals_in_box_for,own_goals_outside_box_against,own_goals_outside_box_for,take_ons_against,take_ons_for,take_ons_won_against,take_ons_won_for,aerials_against,aerials_for,aerials_won_against,aerials_won_for,ground_duels_against,ground_duels_for,ground_duels_won_against,ground_duels_won_for,duels_contested_against,duels_contested_for,duels_won_against,duels_won_for,tackles_against,tackles_for,interceptions_against,interceptions_for,clearances_against,clearances_for,ball_recoveries_against,ball_recoveries_for,blocked_passes_against,blocked_passes_for,fouls_committed_against,fouls_committed_for,fouls_won_against,fouls_won_for,possession_lost_against,possession_lost_for,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for,pass_accuracy_pct_against,cross_accuracy_pct_against,long_pass_accuracy_pct_against,shooting_accuracy_pct_against,conversion_pct_against,take_on_success_pct_against,aerial_success_pct_against,ground_duel_success_pct_against,duel_success_pct_against,rank_possession_pct,rank_touches_against,rank_touches_for,rank_touches_opp_box_against,rank_touches_opp_box_for,rank_passes_attempted_against,rank_passes_attempted_for,rank_passes_completed_against,rank_passes_completed_for,rank_open_play_passes_against,rank_open_play_passes_for,rank_passes_forward_against,rank_passes_forward_for,rank_passes_backward_against,rank_passes_backward_for,rank_passes_sideways_against,rank_passes_sideways_for,rank_passes_opp_half_against,rank_passes_opp_half_for,rank_passes_own_half_against,rank_passes_own_half_for,rank_crosses_attempted_against,rank_crosses_attempted_for,rank_crosses_completed_against,rank_crosses_completed_for,rank_long_passes_attempted_against,rank_long_passes_attempted_for,rank_long_passes_completed_against,rank_long_passes_completed_for,rank_through_balls_against,rank_through_balls_for,rank_corners_against,rank_corners_for,rank_chances_created_against,rank_chances_created_for,rank_assists_against,rank_assists_for,rank_shots_against,rank_shots_for,rank_shots_on_target_against,rank_shots_on_target_for,rank_shots_off_target_against,rank_shots_off_target_for,rank_shots_blocked_against,rank_shots_blocked_for,rank_shots_in_box_against,rank_shots_in_box_for,rank_shots_outside_box_against,rank_shots_outside_box_for,rank_shots_on_target_in_box_against,rank_shots_on_target_in_box_for,rank_shots_on_target_outside_box_against,rank_shots_on_target_outside_box_for,rank_goals_against,rank_goals_for,rank_goals_in_box_against,rank_goals_in_box_for,rank_goals_outside_box_against,rank_goals_outside_box_for,rank_goals_from_shots_against,rank_goals_from_shots_for,rank_own_goals_against,rank_own_goals_for,rank_own_goals_in_box_against,rank_own_goals_in_box_for,rank_own_goals_outside_box_against,rank_own_goals_outside_box_for,rank_take_ons_against,rank_take_ons_for,rank_take_ons_won_against,rank_take_ons_won_for,rank_aerials_against,rank_aerials_for,rank_aerials_won_against,rank_aerials_won_for,rank_ground_duels_against,rank_ground_duels_for,rank_ground_duels_won_against,rank_ground_duels_won_for,rank_duels_contested_against,rank_duels_contested_for,rank_duels_won_against,rank_duels_won_for,rank_tackles_against,rank_tackles_for,rank_interceptions_against,rank_interceptions_for,rank_clearances_against,rank_clearances_for,rank_ball_recoveries_against,rank_ball_recoveries_for,rank_blocked_passes_against,rank_blocked_passes_for,rank_fouls_committed_against,rank_fouls_committed_for,rank_fouls_won_against,rank_fouls_won_for,rank_possession_lost_against,rank_possession_lost_for,rank_pass_accuracy_pct_for,rank_cross_accuracy_pct_for,rank_long_pass_accuracy_pct_for,rank_shooting_accuracy_pct_for,rank_conversion_pct_for,rank_take_on_success_pct_for,rank_aerial_success_pct_for,rank_ground_duel_success_pct_for,rank_duel_success_pct_for,rank_pass_accuracy_pct_against,rank_cross_accuracy_pct_against,rank_long_pass_accuracy_pct_against,rank_shooting_accuracy_pct_against,rank_conversion_pct_against,rank_take_on_success_pct_against,rank_aerial_success_pct_against,rank_ground_duel_success_pct_against,rank_duel_success_pct_against
Man Utd,0-15,5,49.07,578,557,12,19,467,445,401,381,429,411,176,190,127,124,164,131,144,152,257,229,9,10,2,4,52,58,24,31,1,1,3,4,4,10,2,8,5,13,2,6,1,4,2,3,3,8,2,5,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,5,4,28,28,16,12,31,31,12,11,59,59,28,23,9,13,4,10,19,13,30,37,5,4,11,10,10,11,95,91,85.62,40.0,53.45,46.15,0.0,36.36,42.86,35.48,38.98,85.87,22.22,46.15,40.0,0.0,38.46,57.14,38.71,47.46,11.0,9.0,10.0,19.0,6.0,7.0,9.0,6.0,7.0,7.0,9.0,14.0,6.0,4.0,3.0,5.0,12.0,9.0,8.0,2.0,9.0,7.0,5.0,5.0,2.0,16.0,11.0,14.0,5.0,8.0,9.0,8.0,6.0,15.0,3.0,17.0,1.0,20.0,4.0,16.0,2.0,17.0,8.0,13.0,8.0,19.0,5.0,15.0,2.0,9.0,6.0,13.0,1.0,14.0,14.0,12.0,13.0,3.0,3.0,13.0,13.0,2.0,2.0,2.0,2.0,1.0,1.0,11.0,14.0,3.0,9.0,10.0,10.0,5.0,12.0,18.0,14.0,11.0,11.0,16.0,17.0,5.0,13.0,15.0,11.0,16.0,3.0,8.0,19.0,15.0,7.0,16.0,16.0,4.0,6.0,6.0,4.0,19.0,18.0,3.0,2.0,4.0,5.0,13.0,9.0,15.0,9.0,11.0,2.0,9.0,8.0,6.0,13.0,7.0,6.0,5.0,2.0
Newcastle,0-15,5,49.78,574,569,22,13,450,428,368,354,414,395,190,182,113,109,147,137,161,105,207,249,8,1,2,1,58,64,28,27,0,2,3,1,8,7,7,6,13,9,7,3,1,4,5,2,10,6,3,3,6,3,1,0,1,3,1,3,0,0,1,3,0,0,0,0,0,0,17,18,4,5,20,20,11,9,45,43,14,14,65,63,25,23,18,12,4,7,13,20,43,45,3,7,10,10,10,10,118,111,82.71,100.0,42.19,33.33,33.33,27.78,45.0,32.56,36.51,81.78,25.0,48.28,53.85,7.69,23.53,55.0,31.11,38.46,8.0,10.0,9.0,3.0,13.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,11.0,7.0,17.0,13.0,3.0,11.0,20.0,5.0,12.0,11.0,7.0,8.0,10.0,18.0,4.0,8.0,18.0,6.0,10.0,3.0,5.0,4.0,13.0,1.0,8.0,17.0,8.0,1.0,13.0,2.0,10.0,9.0,9.0,1.0,6.0,2.0,9.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,11.0,7.0,18.0,18.0,14.0,17.0,3.0,4.0,4.0,4.0,9.0,9.0,12.0,13.0,3.0,13.0,16.0,12.0,20.0,8.0,3.0,2.0,18.0,7.0,7.0,6.0,6.0,7.0,6.0,10.0,7.0,1.0,14.0,9.0,2.0,13.0,12.0,11.0,16.0,9.0,7.0,6.0,2.0,11.0,15.0,9.0,9.0,10.0
Nottingham Forest,0-15,5,45.33,638,529,17,13,501,380,401,293,462,339,212,176,142,100,147,104,165,108,236,185,9,7,1,2,68,69,30,32,3,1,8,2,6,8,5,6,8,9,3,3,3,3,2,3,4,5,4,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,5,4,36,36,16,20,46,46,13,13,82,82,29,33,17,16,8,3,15,36,32,30,11,9,11,13,13,11,139,120,77.11,28.57,46.38,33.33,0.0,23.53,55.56,28.26,40.24,80.04,11.11,44.12,37.5,0.0,27.78,44.44,28.26,35.37,18.0,4.0,13.0,8.0,13.0,5.0,16.0,6.0,16.0,5.0,18.0,3.0,12.0,3.0,14.0,8.0,17.0,6.0,16.0,5.0,14.0,7.0,16.0,13.0,4.0,3.0,5.0,6.0,2.0,3.0,9.0,1.0,17.0,11.0,5.0,10.0,5.0,14.0,13.0,8.0,8.0,10.0,12.0,13.0,8.0,17.0,14.0,6.0,6.0,9.0,19.0,2.0,1.0,14.0,14.0,12.0,13.0,3.0,3.0,13.0,13.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,9.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,8.0,1.0,1.0,3.0,2.0,4.0,3.0,8.0,20.0,17.0,1.0,13.0,15.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,16.0,6.0,9.0,9.0,13.0,16.0,5.0,15.0,9.0,12.0,14.0,14.0,10.0,13.0,11.0,16.0,13.0,17.0
Sunderland,0-15,5,47.39,504,454,10,15,404,343,329,276,365,305,173,148,98,98,133,97,124,87,205,189,8,9,2,2,56,58,25,28,1,2,3,4,5,8,3,7,8,10,3,1,0,5,5,4,4,7,4,3,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,12,15,1,9,29,29,15,14,36,36,8,14,65,65,23,28,10,13,7,4,15,19,21,31,7,5,10,13,13,10,99,88,80.47,22.22,48.28,10.0,10.0,60.0,48.28,38.89,43.08,81.44,25.0,44.64,37.5,12.5,8.33,51.72,22.22,35.38,14.0,17.0,19.0,20.0,11.0,12.0,19.0,11.0,19.0,13.0,19.0,15.0,20.0,12.0,16.0,13.0,19.0,11.0,19.0,14.0,13.0,11.0,7.0,5.0,4.0,14.0,11.0,12.0,9.0,8.0,4.0,8.0,6.0,13.0,5.0,14.0,3.0,14.0,8.0,8.0,17.0,20.0,3.0,1.0,3.0,17.0,8.0,6.0,9.0,9.0,16.0,2.0,9.0,4.0,4.0,12.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,13.0,6.0,19.0,1.0,7.0,7.0,9.0,10.0,9.0,11.0,18.0,4.0,9.0,7.0,15.0,5.0,14.0,11.0,10.0,17.0,17.0,11.0,20.0,13.0,9.0,13.0,7.0,2.0,2.0,7.0,18.0,20.0,11.0,8.0,7.0,20.0,5.0,1.0,9.0,3.0,6.0,10.0,7.0,12.0,10.0,4.0,20.0,12.0,19.0,16.0
Tottenham,0-15,5,55.91,537,681,14,25,389,529,327,464,353,487,156,174,96,122,137,233,108,234,219,230,6,12,2,2,58,39,30,21,1,3,5,7,8,6,5,3,11,11,3,3,6,4,2,4,6,6,5,5,2,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,16,28,4,7,17,17,10,7,56,63,17,18,73,80,27,25,20,21,6,6,25,17,41,38,5,6,13,10,10,13,103,118,87.71,16.67,53.85,27.27,0.0,25.0,41.18,28.57,31.25,84.06,33.33,51.72,27.27,9.09,25.0,58.82,30.36,36.99,4.0,13.0,2.0,14.0,3.0,16.0,2.0,12.0,2.0,16.0,2.0,17.0,14.0,13.0,4.0,12.0,2.0,16.0,2.0,10.0,8.0,17.0,2.0,5.0,4.0,11.0,19.0,6.0,18.0,8.0,2.0,4.0,1.0,6.0,12.0,10.0,15.0,6.0,6.0,8.0,8.0,2.0,8.0,13.0,3.0,11.0,10.0,3.0,2.0,9.0,6.0,2.0,9.0,4.0,14.0,4.0,13.0,3.0,3.0,4.0,13.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,11.0,2.0,20.0,20.0,17.0,20.0,1.0,1.0,2.0,1.0,3.0,2.0,7.0,10.0,1.0,1.0,13.0,14.0,3.0,14.0,6.0,5.0,16.0,10.0,1.0,6.0,6.0,1.0,14.0,6.0,2.0,13.0,3.0,14.0,13.0,14.0,18.0,14.0,19.0,6.0,5.0,3.0,12.0,8.0,13.0,3.0,10.0,14.0
Arsenal,16-30,5,57.77,397,543,7,34,314,441,246,390,284,405,134,175,80,95,100,171,132,209,114,181,4,8,0,3,53,34,25,23,0,3,1,3,5,9,1,7,5,10,3,3,2,3,0,4,2,8,3,2,0,2,3,1,1,2,0,1,1,1,1,2,0,0,0,0,0,0,5,12,1,3,19,19,9,10,20,22,6,7,39,41,15,17,8,7,6,3,17,15,23,27,5,3,13,9,9,13,81,78,88.44,37.5,67.65,30.0,20.0,25.0,52.63,31.82,41.46,78.34,0.0,47.17,60.0,20.0,20.0,47.37,30.0,38.46,3.0,19.0,6.0,20.0,1.0,17.0,7.0,17.0,5.0,17.0,7.0,17.0,7.0,12.0,8.0,17.0,2.0,14.0,4.0,18.0,8.0,19.0,9.0,17.0,6.0,4.0,18.0,6.0,8.0,19.0,4.0,19.0,11.0,15.0,5.0,18.0,5.0,19.0,10.0,10.0,10.0,15.0,12.0,18.0,5.0,19.0,8.0,11.0,14.0,18.0,9.0,1.0,6.0,7.0,4.0,9.0,5.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,12.0,20.0,16.0,11.0,11.0,14.0,10.0,20.0,19.0,19.0,16.0,20.0,20.0,20.0,17.0,13.0,17.0,9.0,17.0,12.0,13.0,15.0,11.0,11.0,18.0,1.0,6.0,6.0,1.0,16.0,17.0,2.0,4.0,2.0,10.0,4.0,20.0,7.0,11.0,10.0,18.0,17.0,12.0,1.0,4.0,20.0,14.0,14.0,13.0
Aston Villa,16-30,5,47.81,440,403,14,12,340,304,290,245,313,265,146,126,76,73,118,105,131,136,159,109,7,7,1,0,37,29,21,10,4,1,4,4,7,6,5,1,10,7,6,1,4,6,0,0,6,3,4,4,5,1,1,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,6,13,3,7,15,15,11,4,33,35,10,12,48,50,21,16,12,11,7,4,16,17,21,11,7,4,9,9,9,9,69,78,80.59,0.0,34.48,14.29,0.0,53.85,26.67,34.29,32.0,85.29,14.29,56.76,60.0,30.0,50.0,73.33,30.3,43.75,11.0,16.0,16.0,15.0,18.0,14.0,16.0,14.0,14.0,14.0,17.0,14.0,18.0,16.0,15.0,14.0,14.0,15.0,12.0,14.0,17.0,13.0,14.0,12.0,15.0,18.0,20.0,12.0,20.0,1.0,11.0,8.0,7.0,11.0,14.0,8.0,18.0,11.0,16.0,2.0,16.0,8.0,3.0,18.0,20.0,10.0,17.0,7.0,8.0,2.0,12.0,7.0,14.0,1.0,9.0,1.0,9.0,3.0,3.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,10.0,16.0,7.0,16.0,16.0,8.0,20.0,12.0,10.0,14.0,10.0,17.0,16.0,13.0,18.0,7.0,8.0,7.0,15.0,14.0,10.0,19.0,20.0,4.0,14.0,9.0,6.0,6.0,9.0,19.0,17.0,14.0,15.0,19.0,16.0,9.0,6.0,20.0,9.0,18.0,5.0,14.0,4.0,1.0,1.0,11.0,1.0,13.0,9.0
Bournemouth,16-30,5,48.91,445,426,16,16,333,311,269,244,298,275,132,158,77,79,124,74,139,138,130,106,6,14,0,4,51,53,22,25,3,0,4,2,4,7,1,5,6,10,3,4,2,2,1,4,1,5,5,5,1,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19,6,4,2,23,23,12,11,34,29,4,13,57,52,16,24,7,15,5,6,17,15,25,26,6,8,12,7,7,12,98,92,78.46,28.57,47.17,40.0,10.0,33.33,47.83,44.83,46.15,80.78,0.0,43.14,50.0,0.0,21.05,52.17,11.76,28.07,10.0,15.0,15.0,13.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,19.0,10.0,15.0,12.0,11.0,19.0,10.0,11.0,17.0,19.0,15.0,3.0,17.0,3.0,5.0,5.0,9.0,4.0,4.0,18.0,8.0,18.0,17.0,9.0,18.0,8.0,17.0,10.0,10.0,5.0,15.0,16.0,16.0,5.0,20.0,10.0,6.0,6.0,15.0,4.0,3.0,6.0,10.0,6.0,9.0,5.0,3.0,3.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,13.0,18.0,8.0,8.0,6.0,9.0,11.0,15.0,20.0,9.0,10.0,13.0,18.0,6.0,15.0,2.0,15.0,10.0,12.0,13.0,11.0,14.0,6.0,4.0,2.0,16.0,16.0,2.0,4.0,7.0,15.0,7.0,10.0,6.0,6.0,16.0,13.0,3.0,4.0,15.0,17.0,17.0,3.0,10.0,19.0,8.0,20.0,20.0
Brentford,16-30,5,43.97,502,394,13,14,396,288,327,225,363,245,168,141,108,56,120,91,195,107,132,118,13,8,2,2,56,48,30,20,1,1,2,3,2,1,1,1,6,3,1,0,2,1,3,2,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,3,29,29,16,13,30,31,14,6,59,60,30,19,13,8,7,9,23,17,23,18,6,3,9,15,15,9,88,95,78.12,25.0,41.67,0.0,0.0,27.27,44.83,19.35,31.67,82.58,15.38,53.57,16.67,0.0,44.44,55.17,46.67,50.85,17.0,9.0,18.0,17.0,16.0,9.0,18.0,8.0,17.0,8.0,18.0,9.0,15.0,5.0,19.0,12.0,17.0,4.0,16.0,16.0,16.0,2.0,9.0,10.0,9.0,1.0,7.0,2.0,14.0,14.0,11.0,17.0,11.0,20.0,20.0,18.0,18.0,17.0,20.0,18.0,19.0,15.0,20.0,9.0,12.0,18.0,17.0,11.0,20.0,18.0,18.0,7.0,14.0,10.0,9.0,9.0,9.0,3.0,3.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,14.0,13.0,16.0,3.0,3.0,2.0,6.0,15.0,14.0,4.0,19.0,9.0,6.0,1.0,16.0,4.0,16.0,7.0,4.0,5.0,10.0,15.0,18.0,6.0,18.0,9.0,1.0,1.0,9.0,12.0,3.0,16.0,10.0,15.0,19.0,9.0,19.0,14.0,20.0,20.0,12.0,13.0,7.0,17.0,10.0,14.0,7.0,1.0,1.0
Brighton,16-30,5,61.14,396,623,26,18,290,519,227,458,258,485,123,204,72,123,95,192,116,187,111,271,6,9,4,3,43,60,19,39,1,2,2,3,7,9,6,8,11,12,2,7,7,3,2,2,10,9,1,3,2,6,0,1,0,4,0,3,0,1,0,4,0,0,0,0,0,0,16,10,9,4,20,20,10,10,35,37,13,11,55,57,23,21,9,12,6,2,13,15,25,29,5,10,9,13,13,9,83,81,88.25,33.33,65.0,58.33,33.33,40.0,50.0,29.73,36.84,78.28,66.67,44.19,18.18,0.0,56.25,50.0,37.14,41.82,1.0,20.0,3.0,5.0,8.0,20.0,2.0,20.0,2.0,20.0,2.0,20.0,2.0,17.0,3.0,18.0,1.0,17.0,6.0,19.0,1.0,15.0,8.0,2.0,6.0,11.0,1.0,17.0,1.0,14.0,9.0,17.0,11.0,11.0,5.0,7.0,3.0,10.0,6.0,13.0,1.0,2.0,12.0,11.0,12.0,4.0,5.0,19.0,9.0,7.0,1.0,14.0,6.0,10.0,1.0,9.0,1.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,15.0,2.0,14.0,10.0,10.0,11.0,10.0,10.0,8.0,7.0,11.0,11.0,10.0,8.0,14.0,11.0,6.0,9.0,19.0,15.0,13.0,11.0,5.0,11.0,1.0,9.0,2.0,2.0,9.0,15.0,16.0,4.0,5.0,5.0,2.0,1.0,13.0,9.0,13.0,13.0,19.0,1.0,15.0,16.0,10.0,5.0,10.0,9.0,10.0
Chelsea,16-30,5,45.78,584,493,29,22,468,355,399,296,439,332,189,130,120,84,159,141,206,160,193,136,12,4,6,2,54,36,29,16,2,1,6,3,13,7,11,5,15,8,6,4,1,3,8,1,12,5,3,3,4,1,2,3,3,0,2,0,1,0,3,0,0,0,0,0,0,0,9,14,2,10,23,23,11,12,42,41,11,16,65,64,22,28,18,11,6,13,11,22,32,33,4,7,7,7,7,7,93,88,83.38,50.0,44.44,50.0,0.0,71.43,52.17,39.02,43.75,85.26,50.0,53.7,40.0,20.0,22.22,47.83,26.19,33.85,13.0,2.0,10.0,1.0,5.0,3.0,11.0,4.0,11.0,3.0,11.0,3.0,17.0,2.0,11.0,3.0,8.0,3.0,9.0,6.0,13.0,3.0,19.0,1.0,9.0,3.0,16.0,3.0,16.0,7.0,11.0,1.0,11.0,3.0,9.0,1.0,8.0,4.0,14.0,2.0,5.0,19.0,12.0,1.0,17.0,2.0,10.0,11.0,9.0,3.0,12.0,3.0,1.0,1.0,9.0,2.0,9.0,1.0,3.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,7.0,19.0,2.0,8.0,8.0,8.0,7.0,3.0,5.0,11.0,2.0,2.0,4.0,11.0,4.0,1.0,8.0,9.0,1.0,17.0,6.0,2.0,3.0,17.0,6.0,17.0,16.0,16.0,17.0,6.0,11.0,11.0,3.0,13.0,3.0,9.0,1.0,8.0,6.0,6.0,6.0,3.0,6.0,7.0,4.0,18.0,13.0,19.0,18.0
Coventry,16-30,5,42.7,534,398,26,20,410,302,340,218,371,269,172,141,80,72,158,89,144,111,196,107,6,15,1,5,48,58,23,23,2,0,6,1,10,9,5,7,12,12,4,4,4,6,4,2,8,10,4,2,3,4,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,11,9,6,4,36,36,17,19,24,22,10,6,60,58,27,25,6,5,5,6,31,25,30,20,5,4,10,13,13,10,92,97,72.19,33.33,39.66,33.33,0.0,44.44,52.78,27.27,43.1,82.93,16.67,47.92,33.33,16.67,54.55,47.22,41.67,45.0,19.0,7.0,17.0,5.0,6.0,7.0,17.0,7.0,18.0,7.0,16.0,7.0,15.0,12.0,16.0,4.0,18.0,9.0,15.0,3.0,18.0,15.0,2.0,12.0,2.0,8.0,2.0,8.0,8.0,7.0,18.0,1.0,19.0,4.0,5.0,8.0,5.0,8.0,6.0,4.0,5.0,8.0,3.0,7.0,12.0,7.0,3.0,7.0,14.0,4.0,3.0,7.0,14.0,3.0,9.0,2.0,9.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,17.0,9.0,14.0,1.0,1.0,1.0,1.0,18.0,19.0,14.0,19.0,7.0,9.0,4.0,5.0,18.0,19.0,15.0,10.0,1.0,3.0,5.0,17.0,11.0,14.0,7.0,2.0,2.0,7.0,8.0,2.0,19.0,5.0,17.0,7.0,9.0,9.0,6.0,19.0,8.0,11.0,11.0,11.0,8.0,6.0,8.0,15.0,4.0,7.0
Crystal Palace,16-30,5,45.19,570,470,27,12,437,355,378,295,393,329,181,158,108,77,148,120,191,90,187,205,7,7,4,0,47,30,28,15,2,3,4,4,14,7,11,5,16,10,2,6,7,2,7,2,13,4,3,6,2,3,0,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,18,6,10,2,15,15,9,6,37,35,15,10,52,50,24,16,8,14,10,10,11,15,29,35,8,8,9,11,11,9,93,88,83.1,0.0,50.0,60.0,0.0,33.33,40.0,28.57,32.0,86.5,57.14,59.57,12.5,12.5,55.56,60.0,40.54,46.15,15.0,4.0,13.0,4.0,18.0,6.0,11.0,5.0,13.0,6.0,12.0,5.0,10.0,5.0,13.0,5.0,12.0,5.0,18.0,7.0,5.0,13.0,14.0,2.0,15.0,10.0,19.0,4.0,18.0,7.0,4.0,8.0,7.0,2.0,9.0,1.0,8.0,2.0,10.0,13.0,3.0,2.0,16.0,3.0,12.0,1.0,15.0,11.0,4.0,7.0,4.0,14.0,1.0,3.0,9.0,2.0,9.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0,1.0,18.0,16.0,16.0,14.0,18.0,9.0,10.0,3.0,14.0,14.0,16.0,6.0,18.0,13.0,3.0,2.0,2.0,17.0,13.0,6.0,2.0,3.0,4.0,9.0,5.0,5.0,9.0,6.0,11.0,12.0,15.0,8.0,1.0,9.0,16.0,17.0,15.0,18.0,4.0,2.0,3.0,18.0,8.0,7.0,3.0,6.0,5.0
Everton,16-30,5,46.18,563,483,17,16,446,378,402,306,415,337,182,152,92,88,172,138,186,147,216,159,3,10,0,0,31,43,14,15,4,1,5,3,8,7,4,3,12,10,4,3,4,4,4,3,5,4,7,6,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,7,6,15,15,9,6,32,35,13,16,47,50,22,22,7,11,6,6,20,13,26,28,10,5,11,4,4,11,76,94,80.95,0.0,34.88,30.0,0.0,46.15,40.0,45.71,44.0,90.13,0.0,45.16,33.33,0.0,63.64,60.0,40.62,46.81,12.0,5.0,11.0,11.0,12.0,4.0,10.0,3.0,10.0,4.0,10.0,4.0,12.0,10.0,10.0,1.0,10.0,7.0,10.0,1.0,11.0,20.0,6.0,17.0,15.0,20.0,12.0,20.0,18.0,1.0,11.0,5.0,11.0,8.0,9.0,12.0,15.0,8.0,10.0,4.0,10.0,8.0,11.0,7.0,7.0,12.0,15.0,4.0,4.0,7.0,12.0,3.0,4.0,10.0,9.0,9.0,9.0,3.0,3.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,10.0,8.0,10.0,16.0,16.0,14.0,18.0,13.0,10.0,7.0,2.0,18.0,16.0,11.0,10.0,15.0,8.0,9.0,10.0,8.0,17.0,10.0,8.0,2.0,11.0,4.0,20.0,20.0,4.0,17.0,4.0,13.0,15.0,18.0,10.0,9.0,8.0,17.0,1.0,5.0,1.0,17.0,14.0,8.0,10.0,1.0,3.0,5.0,2.0
Fulham,16-30,5,52.7,561,625,29,33,438,482,365,418,412,447,181,191,111,130,146,161,191,170,174,248,11,5,4,3,49,47,31,22,2,5,3,5,16,19,10,14,18,20,4,4,8,7,6,9,9,15,9,5,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,10,17,6,7,14,14,7,7,38,38,14,14,52,52,21,21,14,11,13,9,12,24,36,36,6,7,6,8,8,6,94,92,86.72,60.0,46.81,20.0,5.0,41.18,50.0,36.84,40.38,83.33,36.36,63.27,22.22,0.0,60.0,50.0,36.84,40.38,8.0,6.0,2.0,1.0,2.0,5.0,3.0,6.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,6.0,6.0,5.0,8.0,10.0,2.0,7.0,18.0,2.0,6.0,7.0,10.0,1.0,11.0,7.0,1.0,12.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,5.0,2.0,6.0,1.0,1.0,6.0,7.0,9.0,3.0,4.0,10.0,6.0,9.0,5.0,3.0,3.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,3.0,9.0,7.0,19.0,19.0,19.0,15.0,8.0,7.0,4.0,8.0,14.0,13.0,13.0,14.0,3.0,8.0,1.0,4.0,16.0,4.0,1.0,1.0,6.0,6.0,18.0,13.0,13.0,18.0,5.0,7.0,5.0,2.0,11.0,15.0,8.0,12.0,9.0,7.0,11.0,8.0,5.0,2.0,13.0,10.0,2.0,10.0,10.0,12.0
