team,split_value,matches_played,possession_pct,touches_against,touches_for,touches_opp_box_against,touches_opp_box_for,passes_attempted_against,passes_attempted_for,passes_completed_against,passes_completed_for,open_play_passes_against,open_play_passes_for,passes_forward_against,passes_forward_for,passes_backward_against,passes_backward_for,passes_sideways_against,passes_sideways_for,passes_opp_half_against,passes_opp_half_for,passes_own_half_against,passes_own_half_for,crosses_attempted_against,crosses_attempted_for,crosses_completed_against,crosses_completed_for,long_passes_attempted_against,long_passes_attempted_for,long_passes_completed_against,long_passes_completed_for,through_balls_against,through_balls_for,corners_against,corners_for,chances_created_against,chances_created_for,assists_against,assists_for,shots_against,shots_for,shots_on_target_against,shots_on_target_for,shots_off_target_against,shots_off_target_for,shots_blocked_against,shots_blocked_for,shots_in_box_against,shots_in_box_for,shots_outside_box_against,shots_outside_box_for,shots_on_target_in_box_against,shots_on_target_in_box_for,shots_on_target_outside_box_against,shots_on_target_outside_box_for,goals_against,goals_for,goals_in_box_against,goals_in_box_for,goals_outside_box_against,goals_outside_box_for,goals_from_shots_against,goals_from_shots_for,own_goals_against,own_goals_for,own_goals_in_box_against,own_goals_in_box_for,own_goals_outside_box_against,own_goals_outside_box_for,take_ons_against,take_ons_for,take_ons_won_against,take_ons_won_for,aerials_against,aerials_for,aerials_won_against,aerials_won_for,ground_duels_against,ground_duels_for,ground_duels_won_against,ground_duels_won_for,duels_contested_against,duels_contested_for,duels_won_against,duels_won_for,tackles_against,tackles_for,interceptions_against,interceptions_for,clearances_against,clearances_for,ball_recoveries_against,ball_recoveries_for,blocked_passes_against,blocked_passes_for,fouls_committed_against,fouls_committed_for,fouls_won_against,fouls_won_for,possession_lost_against,possession_lost_for,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for,pass_accuracy_pct_against,cross_accuracy_pct_against,long_pass_accuracy_pct_against,shooting_accuracy_pct_against,conversion_pct_against,take_on_success_pct_against,aerial_success_pct_against,ground_duel_success_pct_against,duel_success_pct_against,rank_possession_pct,rank_touches_against,rank_touches_for,rank_touches_opp_box_against,rank_touches_opp_box_for,rank_passes_attempted_against,rank_passes_attempted_for,rank_passes_completed_against,rank_passes_completed_for,rank_open_play_passes_against,rank_open_play_passes_for,rank_passes_forward_against,rank_passes_forward_for,rank_passes_backward_against,rank_passes_backward_for,rank_passes_sideways_against,rank_passes_sideways_for,rank_passes_opp_half_against,rank_passes_opp_half_for,rank_passes_own_half_against,rank_passes_own_half_for,rank_crosses_attempted_against,rank_crosses_attempted_for,rank_crosses_completed_against,rank_crosses_completed_for,rank_long_passes_attempted_against,rank_long_passes_attempted_for,rank_long_passes_completed_against,rank_long_passes_completed_for,rank_through_balls_against,rank_through_balls_for,rank_corners_against,rank_corners_for,rank_chances_created_against,rank_chances_created_for,rank_assists_against,rank_assists_for,rank_shots_against,rank_shots_for,rank_shots_on_target_against,rank_shots_on_target_for,rank_shots_off_target_against,rank_shots_off_target_for,rank_shots_blocked_against,rank_shots_blocked_for,rank_shots_in_box_against,rank_shots_in_box_for,rank_shots_outside_box_against,rank_shots_outside_box_for,rank_shots_on_target_in_box_against,rank_shots_on_target_in_box_for,rank_shots_on_target_outside_box_against,rank_shots_on_target_outside_box_for,rank_goals_against,rank_goals_for,rank_goals_in_box_against,rank_goals_in_box_for,rank_goals_outside_box_against,rank_goals_outside_box_for,rank_goals_from_shots_against,rank_goals_from_shots_for,rank_own_goals_against,rank_own_goals_for,rank_own_goals_in_box_against,rank_own_goals_in_box_for,rank_own_goals_outside_box_against,rank_own_goals_outside_box_for,rank_take_ons_against,rank_take_ons_for,rank_take_ons_won_against,rank_take_ons_won_for,rank_aerials_against,rank_aerials_for,rank_aerials_won_against,rank_aerials_won_for,rank_ground_duels_against,rank_ground_duels_for,rank_ground_duels_won_against,rank_ground_duels_won_for,rank_duels_contested_against,rank_duels_contested_for,rank_duels_won_against,rank_duels_won_for,rank_tackles_against,rank_tackles_for,rank_interceptions_against,rank_interceptions_for,rank_clearances_against,rank_clearances_for,rank_ball_recoveries_against,rank_ball_recoveries_for,rank_blocked_passes_against,rank_blocked_passes_for,rank_fouls_committed_against,rank_fouls_committed_for,rank_fouls_won_against,rank_fouls_won_for,rank_possession_lost_against,rank_possession_lost_for,rank_pass_accuracy_pct_for,rank_cross_accuracy_pct_for,rank_long_pass_accuracy_pct_for,rank_shooting_accuracy_pct_for,rank_conversion_pct_for,rank_take_on_success_pct_for,rank_aerial_success_pct_for,rank_ground_duel_success_pct_for,rank_duel_success_pct_for,rank_pass_accuracy_pct_against,rank_cross_accuracy_pct_against,rank_long_pass_accuracy_pct_against,rank_shooting_accuracy_pct_against,rank_conversion_pct_against,rank_take_on_success_pct_against,rank_aerial_success_pct_against,rank_ground_duel_success_pct_against,rank_duel_success_pct_against
Aston Villa,-2 or worse,5,29.89,727,310,34,3,602,187,544,131,572,150,225,86,136,38,241,63,325,60,219,71,17,2,3,0,41,37,28,10,0,0,5,1,12,2,9,1,19,2,5,0,11,2,3,0,13,1,6,1,5,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,9,13,2,4,22,22,15,7,44,43,15,11,66,65,30,18,20,15,9,8,11,23,30,15,8,6,7,9,9,7,86,85,70.05,0.0,27.03,0.0,0.0,30.77,31.82,25.58,27.69,90.37,17.65,68.29,26.32,10.53,22.22,68.18,34.09,45.45,13.0,3.0,10.0,2.0,11.0,3.0,10.0,3.0,10.0,3.0,10.0,3.0,10.0,3.0,10.0,2.0,10.0,2.0,10.0,4.0,10.0,1.0,11.0,2.0,10.0,6.0,8.0,3.0,10.0,8.0,9.0,2.0,9.0,4.0,11.0,3.0,10.0,4.0,11.0,4.0,12.0,1.0,8.0,5.0,9.0,2.0,12.0,3.0,8.0,1.0,12.0,6.0,8.0,2.0,9.0,1.0,9.0,4.0,1.0,2.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,9.0,4.0,6.0,6.0,2.0,9.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,8.0,3.0,4.0,3.0,4.0,10.0,3.0,6.0,10.0,3.0,3.0,4.0,6.0,6.0,4.0,5.0,8.0,13.0,10.0,13.0,12.0,8.0,9.0,11.0,11.0,12.0,1.0,7.0,1.0,9.0,6.0,11.0,3.0,8.0,2.0
Bournemouth,-2 or worse,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,12.0,13.0,11.0,10.0,14.0,14.0,14.0,14.0,8.0,9.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,12.0,12.0,11.0,13.0,12.0,9.0,12.0,14.0,11.0,11.0,12.0,12.0,6.0,8.0,10.0,9.0,10.0,9.0,4.0,1.0,10.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,14.0,13.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,,,,,,,,,,,,,,,,,,
Brentford,-2 or worse,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,12.0,13.0,11.0,10.0,14.0,14.0,14.0,14.0,8.0,9.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,12.0,12.0,11.0,13.0,12.0,9.0,12.0,14.0,11.0,11.0,12.0,12.0,6.0,8.0,10.0,9.0,10.0,9.0,4.0,1.0,10.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,14.0,13.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,,,,,,,,,,,,,,,,,,
Brighton,-2 or worse,5,68.16,292,625,16,22,186,541,122,460,151,505,103,228,30,122,53,191,53,216,69,244,3,14,1,5,47,67,17,34,0,3,2,5,9,8,7,7,12,13,3,5,4,7,5,1,10,12,2,1,2,5,1,0,1,3,1,3,0,0,1,2,1,0,1,0,0,0,8,4,3,3,26,26,13,13,25,23,8,9,51,49,21,22,9,8,9,5,32,11,15,30,2,2,6,10,10,6,79,96,85.03,35.71,50.75,38.46,15.38,75.0,50.0,39.13,44.9,65.59,33.33,36.17,25.0,8.33,37.5,50.0,32.0,41.18,3.0,8.0,3.0,7.0,3.0,8.0,3.0,8.0,3.0,8.0,3.0,8.0,3.0,8.0,2.0,8.0,4.0,8.0,3.0,9.0,3.0,10.0,4.0,6.0,2.0,3.0,2.0,6.0,2.0,8.0,1.0,7.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,6.0,4.0,5.0,2.0,4.0,8.0,4.0,1.0,7.0,8.0,7.0,2.0,3.0,8.0,6.0,1.0,4.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,7.0,9.0,3.0,3.0,4.0,3.0,8.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0,10.0,7.0,3.0,5.0,4.0,7.0,10.0,5.0,9.0,9.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,1.0,3.0,6.0,4.0,1.0,5.0,5.0,4.0,12.0,3.0,10.0,10.0,9.0,6.0,7.0,10.0,8.0
Chelsea,-2 or worse,5,77.18,34,115,3,3,20,97,8,84,15,92,11,28,2,21,7,48,6,50,2,34,0,1,0,0,7,5,1,2,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,4,4,1,3,5,6,2,2,9,10,3,5,1,2,0,0,2,4,1,2,2,0,3,0,0,3,16,16,86.6,0.0,40.0,0.0,0.0,50.0,75.0,33.33,50.0,40.0,,14.29,100.0,100.0,33.33,25.0,40.0,33.33,1.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,13.0,11.0,12.0,12.0,11.0,10.0,11.0,12.0,13.0,12.0,8.0,9.0,10.0,9.0,12.0,12.0,11.0,10.0,12.0,13.0,10.0,12.0,11.0,11.0,12.0,9.0,11.0,12.0,11.0,11.0,10.0,12.0,6.0,8.0,6.0,9.0,4.0,9.0,4.0,1.0,6.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,12.0,12.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,11.0,13.0,12.0,9.0,11.0,11.0,13.0,13.0,11.0,12.0,12.0,2.0,10.0,9.0,12.0,8.0,3.0,1.0,7.0,2.0,13.0,,13.0,1.0,1.0,8.0,13.0,4.0,12.0
Coventry,-2 or worse,5,35.71,965,536,32,11,817,391,738,293,783,352,296,187,183,102,338,102,412,144,326,149,15,6,1,1,40,91,21,46,4,1,6,2,17,4,7,2,23,6,7,3,8,3,8,0,9,3,14,3,3,2,4,1,4,0,2,0,2,0,4,0,0,0,0,0,0,0,10,13,5,3,36,36,11,25,27,27,11,7,63,63,22,32,11,6,5,13,38,36,47,40,5,6,16,13,13,16,101,126,74.94,16.67,50.55,50.0,0.0,23.08,69.44,25.93,50.79,90.33,6.67,52.5,30.43,17.39,50.0,30.56,40.74,34.92,12.0,2.0,5.0,3.0,8.0,1.0,6.0,1.0,6.0,1.0,6.0,2.0,5.0,2.0,4.0,1.0,7.0,1.0,6.0,2.0,5.0,2.0,8.0,6.0,7.0,8.0,1.0,5.0,1.0,1.0,5.0,1.0,7.0,1.0,9.0,4.0,8.0,1.0,8.0,2.0,5.0,2.0,6.0,1.0,9.0,5.0,9.0,1.0,4.0,4.0,4.0,2.0,5.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,6.0,3.0,5.0,9.0,1.0,1.0,6.0,1.0,7.0,7.0,7.0,9.0,5.0,5.0,6.0,2.0,6.0,10.0,7.0,2.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,11.0,5.0,4.0,3.0,8.0,11.0,2.0,10.0,1.0,2.0,10.0,4.0,7.0,3.0,2.0,12.0,3.0,11.0
Crystal Palace,-2 or worse,5,43.52,667,514,20,7,528,401,469,333,497,378,198,164,136,72,194,165,205,164,264,169,4,15,2,2,45,38,25,12,2,2,2,0,5,5,3,1,8,6,4,2,2,2,2,2,5,3,3,3,3,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,27,12,8,4,14,14,12,2,56,54,18,21,70,68,30,23,15,25,8,9,15,15,35,28,6,7,6,11,11,6,102,92,83.04,13.33,31.58,33.33,0.0,33.33,14.29,38.89,33.82,88.83,50.0,55.56,50.0,12.5,29.63,85.71,32.14,42.86,10.0,4.0,6.0,5.0,10.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,3.0,7.0,4.0,5.0,4.0,5.0,3.0,4.0,8.0,3.0,4.0,5.0,5.0,7.0,4.0,9.0,4.0,2.0,7.0,12.0,6.0,6.0,6.0,10.0,7.0,8.0,5.0,8.0,9.0,8.0,6.0,5.0,7.0,9.0,5.0,4.0,4.0,9.0,3.0,5.0,6.0,4.0,4.0,4.0,4.0,1.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,10.0,10.0,5.0,11.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6.0,4.0,2.0,5.0,3.0,9.0,6.0,4.0,6.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,6.0,6.0,8.0,12.0,9.0,8.0,8.0,12.0,6.0,10.0,3.0,1.0,3.0,2.0,4.0,9.0,2.0,9.0,5.0
Everton,-2 or worse,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,12.0,13.0,11.0,10.0,14.0,14.0,14.0,14.0,8.0,9.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,12.0,12.0,11.0,13.0,12.0,9.0,12.0,14.0,11.0,11.0,12.0,12.0,6.0,8.0,10.0,9.0,10.0,9.0,4.0,1.0,10.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,14.0,13.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,,,,,,,,,,,,,,,,,,
Fulham,-2 or worse,5,70.49,18,43,1,2,11,36,8,33,9,35,6,12,1,13,4,11,0,20,8,13,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,1,0,3,4,2,1,4,5,3,1,1,1,0,2,1,0,2,2,0,0,0,1,1,0,5,5,91.67,,33.33,100.0,50.0,0.0,0.0,25.0,20.0,72.73,,66.67,,,100.0,100.0,66.67,75.0,2.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,12.0,13.0,11.0,10.0,13.0,13.0,11.0,13.0,8.0,9.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,11.0,12.0,8.0,11.0,13.0,12.0,9.0,12.0,11.0,11.0,11.0,12.0,4.0,6.0,8.0,10.0,4.0,10.0,4.0,4.0,1.0,10.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,13.0,12.0,11.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,12.0,13.0,12.0,13.0,12.0,8.0,13.0,13.0,12.0,12.0,13.0,11.0,13.0,12.0,12.0,13.0,13.0,13.0,1.0,,11.0,1.0,1.0,13.0,13.0,12.0,13.0,9.0,,2.0,,,1.0,1.0,1.0,1.0
Hull,-2 or worse,5,41.44,513,363,8,18,408,283,355,218,382,257,167,140,92,65,149,78,153,97,202,121,8,12,1,2,39,46,15,26,1,1,3,2,4,5,3,5,6,8,2,3,3,3,1,2,5,5,1,3,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17,9,6,4,15,15,7,8,35,31,15,10,50,46,22,18,11,10,5,5,17,8,31,22,6,3,3,7,7,3,79,91,77.03,16.67,56.52,37.5,12.5,44.44,53.33,32.26,39.13,87.01,12.5,38.46,33.33,0.0,35.29,46.67,42.86,44.0,11.0,6.0,8.0,9.0,7.0,5.0,8.0,5.0,9.0,5.0,8.0,6.0,7.0,5.0,8.0,5.0,9.0,5.0,8.0,5.0,9.0,5.0,5.0,6.0,5.0,9.0,5.0,7.0,4.0,5.0,5.0,5.0,7.0,8.0,6.0,6.0,6.0,9.0,5.0,8.0,5.0,7.0,6.0,7.0,5.0,7.0,5.0,10.0,4.0,7.0,4.0,6.0,5.0,10.0,4.0,10.0,4.0,4.0,1.0,10.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,9.0,4.0,4.0,9.0,9.0,10.0,8.0,5.0,6.0,4.0,6.0,8.0,9.0,6.0,8.0,6.0,6.0,7.0,5.0,8.0,8.0,5.0,8.0,4.0,7.0,11.0,7.0,7.0,11.0,6.0,7.0,10.0,5.0,1.0,7.0,5.0,6.0,4.0,8.0,8.0,5.0,9.0,8.0,6.0,10.0,7.0,10.0,2.0,4.0
Ipswich,-2 or worse,5,45.34,967,802,27,19,756,620,668,514,715,563,320,261,216,119,220,240,317,192,351,322,11,10,3,3,75,59,37,29,3,0,5,5,16,15,10,6,21,16,10,6,4,6,7,4,11,5,10,11,5,2,5,4,2,1,1,1,1,0,2,1,0,0,0,0,0,0,27,23,11,4,25,25,15,10,68,66,27,16,93,91,42,26,25,22,10,14,27,26,55,49,15,6,14,7,7,14,144,146,82.9,30.0,49.15,37.5,6.25,17.39,40.0,24.24,28.57,88.36,27.27,49.33,47.62,9.52,40.74,60.0,39.71,45.16,9.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,7.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,9.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,3.0,7.0,7.0,3.0,1.0,2.0,7.0,2.0,6.0,7.0,7.0,12.0,9.0,13.0,11.0,4.0,5.0,5.0,4.0,8.0,4.0,5.0,5.0,3.0
Leeds,-2 or worse,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,12.0,13.0,11.0,10.0,14.0,14.0,14.0,14.0,8.0,9.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,12.0,12.0,11.0,13.0,12.0,9.0,12.0,14.0,11.0,11.0,12.0,12.0,6.0,8.0,10.0,9.0,10.0,9.0,4.0,1.0,10.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,14.0,13.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,,,,,,,,,,,,,,,,,,
Liverpool,-2 or worse,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,12.0,13.0,11.0,10.0,14.0,14.0,14.0,14.0,8.0,9.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,12.0,12.0,11.0,13.0,12.0,9.0,12.0,14.0,11.0,11.0,12.0,12.0,6.0,8.0,10.0,9.0,10.0,9.0,4.0,1.0,10.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,14.0,13.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,,,,,,,,,,,,,,,,,,
Man City,-2 or worse,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,12.0,13.0,11.0,10.0,14.0,14.0,14.0,14.0,8.0,9.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,12.0,12.0,11.0,13.0,12.0,9.0,12.0,14.0,11.0,11.0,12.0,12.0,6.0,8.0,10.0,9.0,10.0,9.0,4.0,1.0,10.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,14.0,13.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,,,,,,,,,,,,,,,,,,
Man Utd,-2 or worse,5,67.69,263,551,3,28,157,484,105,405,139,452,90,197,30,95,37,192,28,275,77,130,5,24,2,4,46,41,9,19,0,2,0,5,3,15,0,9,3,15,0,3,2,6,1,6,0,10,3,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,4,18,18,9,9,25,23,9,7,43,41,18,16,12,4,4,2,39,6,21,32,4,0,6,2,2,6,66,97,83.68,16.67,46.34,20.0,0.0,30.77,50.0,30.43,39.02,66.88,40.0,19.57,0.0,0.0,50.0,50.0,36.0,41.86,4.0,9.0,4.0,11.0,2.0,9.0,4.0,9.0,4.0,9.0,4.0,9.0,4.0,8.0,5.0,10.0,3.0,10.0,2.0,8.0,7.0,7.0,2.0,4.0,3.0,4.0,6.0,10.0,6.0,8.0,2.0,12.0,3.0,9.0,1.0,11.0,1.0,10.0,3.0,12.0,5.0,9.0,3.0,7.0,1.0,12.0,3.0,5.0,3.0,12.0,9.0,6.0,3.0,10.0,9.0,10.0,9.0,4.0,1.0,10.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,10.0,3.0,7.0,4.0,8.0,8.0,9.0,6.0,8.0,9.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,11.0,9.0,8.0,2.0,9.0,9.0,4.0,8.0,11.0,5.0,10.0,10.0,5.0,9.0,4.0,5.0,5.0,8.0,10.0,8.0,9.0,5.0,9.0,9.0,11.0,2.0,12.0,12.0,10.0,2.0,7.0,6.0,7.0
Newcastle,-2 or worse,5,52.78,373,417,11,19,269,325,217,267,244,294,121,134,68,76,80,115,83,144,134,123,6,12,1,1,37,35,13,13,0,2,2,4,2,5,2,2,7,8,3,6,3,2,1,0,5,5,2,3,3,3,0,3,2,2,2,2,0,0,2,2,0,0,0,0,0,0,15,12,4,5,20,20,11,9,34,36,12,15,54,56,23,24,11,13,8,2,21,20,26,28,2,3,6,10,10,6,75,81,82.15,8.33,37.14,75.0,25.0,41.67,45.0,41.67,42.86,80.67,16.67,35.14,42.86,28.57,26.67,55.0,35.29,42.59,8.0,7.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,6.0,5.0,6.0,7.0,10.0,9.0,9.0,8.0,8.0,2.0,7.0,6.0,10.0,6.0,9.0,8.0,8.0,5.0,6.0,2.0,7.0,8.0,7.0,9.0,7.0,5.0,7.0,4.0,4.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,6.0,6.0,2.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,8.0,6.0,4.0,7.0,6.0,9.0,7.0,5.0,4.0,4.0,5.0,8.0,9.0,8.0,9.0,10.0,2.0,2.0,7.0,8.0,1.0,6.0,6.0,8.0,11.0,5.0,2.0,10.0,6.0,7.0,6.0
