team,split_type,match_id,side,split_value,touches,touches_opp_box,passes_attempted,passes_completed,open_play_passes,passes_forward,passes_backward,passes_sideways,passes_opp_half,passes_own_half,crosses_attempted,crosses_completed,crosses_all,crosses_all_completed,long_passes_attempted,long_passes_completed,through_balls,passes_final_third,passes_final_third_completed,passes_into_final_third,progressive_passes,passes_outside_own_third,corners,chances_created,assists,shots,shots_on_target,shots_off_target,shots_blocked,shots_in_box,shots_outside_box,shots_on_target_in_box,shots_on_target_outside_box,goals,goals_in_box,goals_outside_box,goals_from_shots,own_goals,own_goals_in_box,own_goals_outside_box,take_ons,take_ons_won,aerials,aerials_won,ground_duels,ground_duels_won,duels_contested,duels_won,smothers,tackles,interceptions,clearances,ball_recoveries,blocked_passes,pressing_actions,recovery_actions,pressing_actions_outside_own_third,missed_tackles,fouls_committed,fouls_won,possession_lost,sequences,sequence_passes,sequence_seconds,sequence_progress_m,sequence_length_m,sequence_start_x_m,build_up_attacks,direct_attacks,high_turnovers,high_turnover_shots,sequence_pressed,shot_ending_sequences
Man Utd,time_block,1983548,against,46-60,84,0,50,39,46,24,11,15,7,32,2,0,2,0,13,5,0,3,2,6,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,13,6,16,6,1,3,2,11,8,1,10,19,6,1,3,0,15,22.0,58.0,157.0,304.28999999999996,812.2997857130163,704.55,0.0,0.0,2.0,0.0,4.0,0.0
Man Utd,time_block,1983548,against,61-75,53,2,35,25,31,20,10,5,14,11,3,2,3,2,9,1,0,5,5,2,5,23,0,3,0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,1,5,1,3,3,8,4,0,1,0,4,4,0,1,8,0,0,0,1,12,18.0,37.0,76.0,44.52000000000002,442.54989262707875,762.72,0.0,0.0,2.0,1.0,4.0,3.0
Man Utd,time_block,1983548,against,76+,90,1,39,24,35,22,6,11,1,23,0,0,0,0,14,3,0,2,0,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,12,7,19,12,0,6,2,17,5,1,12,22,3,2,1,1,21,30.0,43.0,120.0,229.42500000000004,603.341506895476,759.675,0.0,0.0,2.0,0.0,14.0,0.0
Man Utd,time_block,1983548,for,0-15,127,3,99,88,96,39,25,35,35,53,3,1,3,1,10,5,1,13,12,5,10,78,0,2,1,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,12,5,6,2,18,7,0,1,1,4,8,1,6,12,5,0,3,1,17,31.0,106.0,252.0,287.49,1441.9827810567663,1372.455,0.0,0.0,3.0,0.0,5.0,2.0
Man Utd,time_block,1983548,for,16-30,141,4,108,96,105,41,29,38,65,31,4,1,4,1,6,5,0,31,26,11,17,92,0,1,1,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,2,0,5,1,8,3,13,4,0,1,0,4,2,1,4,6,3,0,2,2,17,30.0,120.0,293.0,374.95500000000004,1711.3541767978106,1563.555,0.0,0.0,8.0,2.0,4.0,3.0
Man Utd,time_block,1983548,for,31-45,165,9,132,118,129,49,28,55,85,33,8,2,9,2,5,3,0,42,38,14,14,117,1,3,2,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,3,1,6,2,9,4,15,6,0,0,0,2,7,0,2,9,1,0,2,3,18,38.0,146.0,344.0,456.53999999999996,1862.8714057504933,2211.825,0.0,0.0,12.0,2.0,4.0,3.0
Man Utd,time_block,1983548,for,46-60,131,10,96,79,94,39,19,38,30,49,4,1,7,2,8,3,1,23,14,9,13,74,2,3,2,3,1,1,1,2,1,0,1,0,0,0,0,0,0,0,4,1,3,3,11,6,14,9,0,2,1,3,12,0,5,15,5,2,0,3,23,43.0,110.0,220.0,507.675,1334.4091608825838,2411.64,0.0,1.0,11.0,0.0,5.0,3.0
Man Utd,time_block,1983548,for,61-75,107,4,88,80,86,34,19,35,66,14,5,1,5,1,4,0,0,40,40,8,12,79,0,3,2,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,0,8,4,0,0,0,3,4,0,2,7,2,1,1,0,11,21.0,103.0,263.0,273.63,1273.8270204260489,951.825,3.0,1.0,3.0,1.0,3.0,3.0
Man Utd,time_block,1983548,for,76+,188,11,146,127,143,66,23,57,96,31,10,1,11,2,15,9,1,57,48,21,23,130,3,7,4,7,2,2,3,4,3,1,1,0,0,0,0,0,0,0,6,2,7,2,12,5,19,7,0,2,1,0,11,0,4,11,3,0,1,1,26,51.0,158.0,390.0,675.0450000000001,2211.338799591789,3110.52,0.0,1.0,18.0,5.0,3.0,7.0
Man Utd,game_state,1983548,against,-2 or worse,263,3,142,95,129,79,29,34,25,70,5,2,5,2,43,9,0,11,7,13,12,68,0,3,0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,6,3,18,9,34,18,52,27,1,12,4,39,21,4,30,60,13,4,6,2,61,84.0,157.0,387.0,591.465,2006.4896492285911,2654.61,0.0,0.0,7.0,1.0,29.0,3.0
Man Utd,game_state,1983548,against,-1,93,2,50,36,45,24,9,17,20,16,5,0,6,1,14,6,0,13,9,7,6,39,0,1,1,2,1,1,0,2,0,1,0,1,1,0,1,0,0,0,2,0,6,3,14,8,20,11,0,4,1,8,3,5,13,11,6,0,3,4,18,30.0,59.0,120.0,215.46,727.581773809683,1430.31,0.0,0.0,9.0,1.0,6.0,2.0
Man Utd,game_state,1983548,against,Level,102,6,65,49,60,30,17,18,8,41,3,1,4,2,11,4,0,4,2,5,6,33,1,1,1,3,3,0,0,3,0,3,0,1,1,0,1,0,0,0,1,0,14,9,6,4,20,13,0,1,1,8,5,0,3,13,3,0,1,3,20,38.0,75.0,214.0,96.07500000000002,863.223202898772,2004.7649999999999,0.0,0.0,12.0,3.0,7.0,3.0
Man Utd,game_state,1983548,against,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man Utd,game_state,1983548,against,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man Utd,game_state,1983548,for,-2 or worse,551,28,433,379,424,177,81,175,258,121,24,4,28,6,29,13,2,150,129,49,57,375,5,15,9,15,3,6,6,10,5,1,2,0,0,0,0,0,0,0,13,4,18,9,31,14,49,23,0,4,2,6,32,0,11,38,10,3,2,6,72,142.0,484.0,1129.0,1795.815,6201.306638976821,8030.925,3.0,3.0,40.0,7.0,12.0,15.0
Man Utd,game_state,1983548,for,-1,176,10,136,121,132,51,37,48,84,37,7,2,8,2,9,7,0,43,37,14,22,117,1,2,2,4,0,2,2,3,1,0,0,0,0,0,0,0,0,0,3,0,6,3,12,4,18,7,0,1,0,5,4,1,6,9,4,0,4,3,22,38.0,152.0,381.0,492.0300000000001,2192.4939244719044,2154.915,0.0,0.0,12.0,3.0,5.0,4.0
Man Utd,game_state,1983548,for,Level,132,3,100,88,97,40,25,35,35,53,3,1,3,1,10,5,1,13,12,5,10,78,0,2,1,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,14,5,6,2,20,7,0,1,1,5,8,1,6,13,5,0,3,1,18,34.0,107.0,252.0,287.49,1441.9827810567663,1435.98,0.0,0.0,3.0,0.0,7.0,2.0
Man Utd,game_state,1983548,for,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man Utd,game_state,1983548,for,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man Utd,total,1983548,against,Season,458,11,257,180,234,133,55,69,53,127,13,3,15,5,68,19,0,28,18,25,24,140,1,5,2,8,4,3,1,5,3,4,0,2,2,0,2,0,0,0,9,3,38,21,54,30,92,51,1,17,6,55,29,9,46,84,22,4,10,9,99,152.0,291.0,721.0,903.0000000000001,3597.294625937046,6089.6849999999995,0.0,0.0,28.0,5.0,42.0,8.0
Man Utd,total,1983548,for,Season,859,41,669,588,653,268,143,258,377,211,34,7,39,9,48,25,3,206,178,68,89,570,6,19,12,21,5,8,8,15,6,3,2,0,0,0,0,0,0,0,17,4,38,17,49,20,87,37,0,6,3,16,44,2,23,60,19,3,9,10,112,214.0,743.0,1762.0,2575.335,9835.783344505493,11621.82,3.0,3.0,55.0,10.0,24.0,21.0
Hull,time_block,1983548,against,0-15,127,3,99,88,96,39,25,35,35,53,3,1,3,1,10,5,1,13,12,5,10,78,0,2,1,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,12,5,6,2,18,7,0,1,1,4,8,1,6,12,5,0,3,1,17,31.0,106.0,252.0,287.49,1441.9827810567663,1372.455,0.0,0.0,3.0,0.0,5.0,2.0
Hull,time_block,1983548,against,16-30,141,4,108,96,105,41,29,38,65,31,4,1,4,1,6,5,0,31,26,11,17,92,0,1,1,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,2,0,5,1,8,3,13,4,0,1,0,4,2,1,4,6,3,0,2,2,17,30.0,120.0,293.0,374.95500000000004,1711.3541767978106,1563.555,0.0,0.0,8.0,2.0,4.0,3.0
Hull,time_block,1983548,against,31-45,165,9,132,118,129,49,28,55,85,33,8,2,9,2,5,3,0,42,38,14,14,117,1,3,2,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,3,1,6,2,9,4,15,6,0,0,0,2,7,0,2,9,1,0,2,3,18,38.0,146.0,344.0,456.53999999999996,1862.8714057504933,2211.825,0.0,0.0,12.0,2.0,4.0,3.0
Hull,time_block,1983548,against,46-60,131,10,96,79,94,39,19,38,30,49,4,1,7,2,8,3,1,23,14,9,13,74,2,3,2,3,1,1,1,2,1,0,1,0,0,0,0,0,0,0,4,1,3,3,11,6,14,9,0,2,1,3,12,0,5,15,5,2,0,3,23,43.0,110.0,220.0,507.675,1334.4091608825838,2411.64,0.0,1.0,11.0,0.0,5.0,3.0
Hull,time_block,1983548,against,61-75,107,4,88,80,86,34,19,35,66,14,5,1,5,1,4,0,0,40,40,8,12,79,0,3,2,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,0,8,4,0,0,0,3,4,0,2,7,2,1,1,0,11,21.0,103.0,263.0,273.63,1273.8270204260489,951.825,3.0,1.0,3.0,1.0,3.0,3.0
Hull,time_block,1983548,against,76+,188,11,146,127,143,66,23,57,96,31,10,1,11,2,15,9,1,57,48,21,23,130,3,7,4,7,2,2,3,4,3,1,1,0,0,0,0,0,0,0,6,2,7,2,12,5,19,7,0,2,1,0,11,0,4,11,3,0,1,1,26,51.0,158.0,390.0,675.0450000000001,2211.338799591789,3110.52,0.0,1.0,18.0,5.0,3.0,7.0
Hull,time_block,1983548,for,0-15,91,2,59,46,54,27,16,16,5,41,2,1,2,1,11,4,0,1,0,4,5,27,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,12,7,6,4,18,11,0,1,1,8,5,0,3,13,3,0,1,3,17,30.0,67.0,208.0,81.69,828.2520193692503,1319.325,0.0,0.0,5.0,1.0,7.0,1.0
Hull,time_block,1983548,for,16-30,59,5,30,17,26,17,2,11,11,6,4,0,5,1,10,4,0,9,5,6,3,22,1,0,0,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,1,0,5,4,9,5,14,9,0,3,0,5,3,5,10,8,5,0,2,2,15,28.0,36.0,49.0,120.96000000000002,233.55098526075997,1619.835,0.0,0.0,13.0,3.0,5.0,3.0
Hull,time_block,1983548,for,31-45,81,1,44,29,42,23,10,11,15,14,2,0,3,1,11,2,0,8,6,3,4,30,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,2,0,6,4,11,5,17,9,0,3,1,10,4,2,10,14,5,1,3,2,19,24.0,50.0,111.0,122.11500000000002,677.3004360714648,923.5799999999999,0.0,0.0,4.0,0.0,8.0,1.0
Hull,time_block,1983548,for,46-60,84,0,50,39,46,24,11,15,7,32,2,0,2,0,13,5,0,3,2,6,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,13,6,16,6,1,3,2,11,8,1,10,19,6,1,3,0,15,22.0,58.0,157.0,304.28999999999996,812.2997857130163,704.55,0.0,0.0,2.0,0.0,4.0,0.0
Hull,time_block,1983548,for,61-75,53,2,35,25,31,20,10,5,14,11,3,2,3,2,9,1,0,5,5,2,5,23,0,3,0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,1,5,1,3,3,8,4,0,1,0,4,4,0,1,8,0,0,0,1,12,18.0,37.0,76.0,44.52000000000002,442.54989262707875,762.72,0.0,0.0,2.0,1.0,4.0,3.0
Hull,time_block,1983548,for,76+,90,1,39,24,35,22,6,11,1,23,0,0,0,0,14,3,0,2,0,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,12,7,19,12,0,6,2,17,5,1,12,22,3,2,1,1,21,30.0,43.0,120.0,229.42500000000004,603.341506895476,759.675,0.0,0.0,2.0,0.0,14.0,0.0
Hull,game_state,1983548,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hull,game_state,1983548,against,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hull,game_state,1983548,against,Level,132,3,100,88,97,40,25,35,35,53,3,1,3,1,10,5,1,13,12,5,10,78,0,2,1,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,14,5,6,2,20,7,0,1,1,5,8,1,6,13,5,0,3,1,18,34.0,107.0,252.0,287.49,1441.9827810567663,1435.98,0.0,0.0,3.0,0.0,7.0,2.0
Hull,game_state,1983548,against,+1,176,10,136,121,132,51,37,48,84,37,7,2,8,2,9,7,0,43,37,14,22,117,1,2,2,4,0,2,2,3,1,0,0,0,0,0,0,0,0,0,3,0,6,3,12,4,18,7,0,1,0,5,4,1,6,9,4,0,4,3,22,38.0,152.0,381.0,492.0300000000001,2192.4939244719044,2154.915,0.0,0.0,12.0,3.0,5.0,4.0
Hull,game_state,1983548,against,+2 or better,551,28,433,379,424,177,81,175,258,121,24,4,28,6,29,13,2,150,129,49,57,375,5,15,9,15,3,6,6,10,5,1,2,0,0,0,0,0,0,0,13,4,18,9,31,14,49,23,0,4,2,6,32,0,11,38,10,3,2,6,72,142.0,484.0,1129.0,1795.815,6201.306638976821,8030.925,3.0,3.0,40.0,7.0,12.0,15.0
Hull,game_state,1983548,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hull,game_state,1983548,for,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hull,game_state,1983548,for,Level,102,6,65,49,60,30,17,18,8,41,3,1,4,2,11,4,0,4,2,5,6,33,1,1,1,3,3,0,0,3,0,3,0,1,1,0,1,0,0,0,1,0,14,9,6,4,20,13,0,1,1,8,5,0,3,13,3,0,1,3,20,38.0,75.0,214.0,96.07500000000002,863.223202898772,2004.7649999999999,0.0,0.0,12.0,3.0,7.0,3.0
Hull,game_state,1983548,for,+1,93,2,50,36,45,24,9,17,20,16,5,0,6,1,14,6,0,13,9,7,6,39,0,1,1,2,1,1,0,2,0,1,0,1,1,0,1,0,0,0,2,0,6,3,14,8,20,11,0,4,1,8,3,5,13,11,6,0,3,4,18,30.0,59.0,120.0,215.46,727.581773809683,1430.31,0.0,0.0,9.0,1.0,6.0,2.0
Hull,game_state,1983548,for,+2 or better,263,3,142,95,129,79,29,34,25,70,5,2,5,2,43,9,0,11,7,13,12,68,0,3,0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,6,3,18,9,34,18,52,27,1,12,4,39,21,4,30,60,13,4,6,2,61,84.0,157.0,387.0,591.465,2006.4896492285911,2654.61,0.0,0.0,7.0,1.0,29.0,3.0
Hull,total,1983548,against,Season,859,41,669,588,653,268,143,258,377,211,34,7,39,9,48,25,3,206,178,68,89,570,6,19,12,21,5,8,8,15,6,3,2,0,0,0,0,0,0,0,17,4,38,17,49,20,87,37,0,6,3,16,44,2,23,60,19,3,9,10,112,214.0,743.0,1762.0,2575.335,9835.783344505493,11621.82,3.0,3.0,55.0,10.0,24.0,21.0
Hull,total,1983548,for,Season,458,11,257,180,234,133,55,69,53,127,13,3,15,5,68,19,0,28,18,25,24,140,1,5,2,8,4,3,1,5,3,4,0,2,2,0,2,0,0,0,9,3,38,21,54,30,92,51,1,17,6,55,29,9,46,84,22,4,10,9,99,152.0,291.0,721.0,903.0000000000001,3597.294625937046,6089.6849999999995,0.0,0.0,28.0,5.0,42.0,8.0
Everton,time_block,1983549,against,0-15,168,5,133,119,130,45,33,55,41,78,1,0,1,0,8,5,0,14,11,9,10,91,0,2,1,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,3,2,4,3,13,9,17,12,0,5,1,6,11,1,8,17,6,0,1,2,20,37.0,149.0,396.0,313.845,2107.1136656325566,1850.73,1.0,0.0,14.0,2.0,6.0,3.0
Everton,time_block,1983549,against,16-30,73,1,48,44,46,21,6,21,18,26,1,0,1,0,2,2,1,7,5,3,6,32,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2,11,2,15,4,0,2,1,3,5,5,16,8,10,3,5,0,12,17.0,38.0,82.0,228.58499999999995,565.5828782606262,786.6600000000001,0.0,0.0,5.0,1.0,3.0,1.0
Everton,time_block,1983549,against,31-45,155,2,116,92,112,48,20,48,30,62,0,0,0,0,7,2,1,17,11,9,12,72,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,4,10,4,18,8,0,4,2,6,6,3,11,12,7,1,1,0,32,39.0,124.0,316.0,343.56,1624.6282071959859,1794.975,0.0,1.0,8.0,0.0,4.0,2.0
Everton,time_block,1983549,against,46-60,96,1,57,48,52,28,8,21,11,37,1,0,1,0,7,1,0,3,2,3,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,9,4,13,6,0,3,3,11,5,2,10,16,6,0,2,1,14,24.0,64.0,139.0,170.31,762.765572634275,901.32,0.0,0.0,5.0,0.0,4.0,0.0
Everton,time_block,1983549,against,61-75,105,0,82,74,81,31,10,41,59,15,1,0,1,0,3,0,1,30,27,7,5,71,0,2,0,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,1,10,3,13,4,0,3,1,5,7,1,8,12,7,0,3,0,13,17.0,81.0,201.0,247.16999999999996,955.1511949856117,834.5400000000001,0.0,0.0,6.0,1.0,2.0,2.0
Everton,time_block,1983549,against,76+,195,5,145,128,142,49,27,69,69,59,8,2,8,2,5,2,1,38,33,10,14,115,0,3,1,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,2,1,7,1,18,11,25,12,0,8,2,2,9,1,14,11,9,0,3,2,25,44.0,161.0,447.0,562.5899999999999,2167.668194259177,1956.045,0.0,1.0,12.0,1.0,14.0,3.0
Everton,time_block,1983549,for,0-15,140,5,106,96,104,39,24,43,52,44,2,0,2,0,9,4,1,25,23,9,8,86,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,4,1,13,4,17,5,0,3,0,3,12,6,13,15,10,2,2,1,21,29.0,111.0,271.0,384.51,1532.0590724788099,1151.85,1.0,1.0,5.0,0.0,6.0,1.0
Everton,time_block,1983549,for,16-30,95,7,62,50,57,21,14,27,23,27,0,0,1,0,10,5,0,19,13,2,5,49,1,2,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,3,4,2,13,9,17,11,0,1,2,1,4,0,3,5,0,0,0,5,17,30.0,71.0,160.0,138.915,984.4681860556692,1682.625,0.0,0.0,7.0,2.0,1.0,2.0
Everton,time_block,1983549,for,31-45,119,7,71,54,68,32,15,24,24,30,3,0,3,0,11,4,0,14,12,3,8,49,1,3,2,3,1,0,2,2,1,1,0,1,1,0,1,0,0,0,5,1,8,4,10,6,18,10,0,4,4,5,11,5,13,16,7,0,0,1,25,42.0,80.0,180.0,142.17000000000002,1021.5276160495096,2079.84,0.0,1.0,9.0,2.0,8.0,3.0
Everton,time_block,1983549,for,46-60,117,8,80,68,78,36,15,29,48,20,4,2,6,2,6,3,0,22,19,11,13,69,2,5,3,6,2,1,3,3,3,2,0,1,1,0,1,0,0,0,3,0,4,2,9,4,13,6,0,2,1,1,9,3,7,10,4,0,1,2,19,37.0,90.0,185.0,247.80000000000007,1180.5560068963846,2284.8,0.0,0.0,16.0,5.0,4.0,6.0
Everton,time_block,1983549,for,61-75,60,4,35,25,31,19,5,11,3,22,0,0,0,0,7,4,0,5,2,2,3,14,0,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,11,7,14,9,0,4,0,3,6,1,5,9,1,0,0,3,17,21.0,36.0,74.0,272.37,528.5666843304623,705.39,0.0,0.0,3.0,2.0,10.0,2.0
Everton,time_block,1983549,for,76+,112,4,63,50,58,28,10,25,19,31,1,0,2,0,12,7,0,20,18,5,6,38,0,1,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,8,0,7,6,20,7,27,13,0,4,1,8,12,3,11,20,9,1,2,3,26,45.0,69.0,144.0,349.33500000000004,819.2916876487992,1909.005,1.0,1.0,8.0,1.0,14.0,2.0
Everton,game_state,1983549,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,game_state,1983549,against,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,game_state,1983549,against,Level,336,7,249,217,240,94,45,110,73,144,2,0,2,0,12,8,2,30,21,17,23,158,0,4,3,5,2,2,1,4,1,2,0,0,0,0,0,0,0,0,4,2,12,7,30,14,42,21,0,10,3,14,20,9,32,34,20,4,6,2,50,77.0,260.0,646.0,822.675,3576.492763322226,3589.11,1.0,0.0,24.0,3.0,12.0,5.0
Everton,game_state,1983549,against,+1,100,1,67,52,65,31,16,20,17,35,0,0,0,0,8,1,0,9,6,5,5,39,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,4,6,1,13,5,0,1,2,9,5,0,5,14,5,0,2,0,22,29.0,71.0,185.0,109.20000000000002,908.0332059143608,1353.345,0.0,1.0,7.0,0.0,3.0,1.0
Everton,game_state,1983549,against,+2 or better,356,6,265,236,258,97,43,125,138,98,10,2,10,2,12,3,2,70,62,19,20,210,0,5,1,5,2,1,2,3,2,1,1,0,0,0,0,0,0,0,4,1,11,2,35,18,46,20,0,14,5,10,18,4,30,28,20,0,7,3,44,72.0,286.0,750.0,934.185,3698.383743731646,3181.815,0.0,1.0,19.0,2.0,18.0,5.0
Everton,game_state,1983549,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,game_state,1983549,for,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,game_state,1983549,for,Level,315,19,216,185,209,81,46,89,92,93,3,0,4,0,22,11,1,54,44,14,20,167,1,6,4,6,2,2,2,5,1,2,0,1,1,0,1,0,0,0,12,4,12,5,32,16,44,21,0,6,5,6,25,10,25,31,15,2,2,6,52,87.0,236.0,555.0,693.0,3225.806685237037,4265.415,1.0,2.0,19.0,4.0,12.0,6.0
Everton,game_state,1983549,for,+1,89,3,54,40,50,25,12,17,25,15,4,1,6,1,10,3,0,12,10,5,6,44,3,4,2,5,1,1,3,2,3,1,0,1,1,0,1,0,0,0,1,0,7,3,6,5,13,8,0,3,1,3,7,4,8,10,5,0,0,2,18,33.0,64.0,123.0,57.54000000000001,776.0349475191811,1996.995,0.0,0.0,12.0,4.0,3.0,5.0
Everton,game_state,1983549,for,+2 or better,239,13,147,118,137,69,25,53,52,66,3,1,4,1,23,13,0,39,33,13,17,94,0,3,2,5,2,1,2,4,1,2,0,0,0,0,0,0,0,0,12,0,11,9,38,16,49,25,0,9,2,12,22,4,19,34,11,1,3,7,55,84.0,157.0,336.0,784.5600000000001,2064.6276207034166,3551.1,1.0,1.0,17.0,4.0,28.0,5.0
Everton,total,1983549,against,Season,792,14,581,505,563,222,104,255,228,277,12,2,12,2,32,12,4,109,89,41,48,407,0,10,5,11,4,4,3,8,3,3,1,0,0,0,0,0,0,0,9,3,30,13,71,33,101,46,0,25,10,33,43,13,67,76,45,4,15,5,116,178.0,617.0,1581.0,1866.06,8182.909712968233,8124.27,1.0,2.0,50.0,5.0,33.0,11.0
Everton,total,1983549,for,Season,643,35,417,343,396,175,83,159,169,174,10,2,14,2,55,27,1,105,87,32,43,305,4,13,8,16,5,4,7,11,5,5,0,2,2,0,2,0,0,0,25,4,30,17,76,37,106,54,0,18,8,21,54,18,52,75,31,3,5,15,125,204.0,457.0,1014.0,1535.1000000000001,6066.469253459635,9813.51,2.0,3.0,48.0,12.0,43.0,16.0
