team,split_type,match_id,side,split_value,touches,touches_opp_box,passes_attempted,passes_completed,open_play_passes,passes_forward,passes_backward,passes_sideways,passes_opp_half,passes_own_half,crosses_attempted,crosses_completed,crosses_all,crosses_all_completed,long_passes_attempted,long_passes_completed,through_balls,passes_final_third,passes_final_third_completed,passes_into_final_third,progressive_passes,passes_outside_own_third,corners,chances_created,assists,shots,shots_on_target,shots_off_target,shots_blocked,shots_in_box,shots_outside_box,shots_on_target_in_box,shots_on_target_outside_box,goals,goals_in_box,goals_outside_box,goals_from_shots,own_goals,own_goals_in_box,own_goals_outside_box,take_ons,take_ons_won,aerials,aerials_won,ground_duels,ground_duels_won,duels_contested,duels_won,smothers,tackles,interceptions,clearances,ball_recoveries,blocked_passes,pressing_actions,recovery_actions,pressing_actions_outside_own_third,missed_tackles,fouls_committed,fouls_won,possession_lost,sequences,sequence_passes,sequence_seconds,sequence_progress_m,sequence_length_m,sequence_start_x_m,build_up_attacks,direct_attacks,high_turnovers,high_turnover_shots,sequence_pressed,shot_ending_sequences
Bournemouth,game_state,1983571,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983571,against,-1,234,5,145,115,134,68,31,46,67,48,1,0,3,0,26,14,2,37,32,14,16,106,2,3,2,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0,7,2,12,8,27,14,39,22,0,8,2,23,11,2,18,34,9,1,5,4,51,76.0,151.0,357.0,476.80499999999995,2010.6219331837435,3326.61,1.0,2.0,17.0,1.0,22.0,3.0
Bournemouth,game_state,1983571,against,Level,458,14,328,271,312,141,69,118,123,148,9,1,10,1,34,18,2,52,44,32,39,212,1,5,4,9,2,3,4,5,4,2,0,1,1,0,1,0,0,0,13,4,17,11,43,20,60,31,1,8,6,12,26,6,29,38,18,1,8,7,86,134.0,360.0,807.0,1071.6299999999999,5143.60048955085,6163.29,1.0,2.0,29.0,6.0,28.0,9.0
Bournemouth,game_state,1983571,against,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983571,against,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983571,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983571,for,-1,255,11,167,139,163,87,36,44,75,64,12,2,14,2,18,10,0,47,37,23,35,120,1,3,1,4,1,2,1,1,3,1,0,0,0,0,0,0,0,0,7,1,12,4,26,11,38,15,0,5,1,10,13,1,13,23,11,2,4,5,44,85.0,195.0,447.0,886.935,2698.5012953937426,4373.565,1.0,1.0,24.0,3.0,17.0,4.0
Bournemouth,game_state,1983571,for,Level,349,16,216,159,202,116,50,50,85,74,9,3,13,4,37,16,0,47,39,24,33,152,2,5,4,5,1,3,1,5,0,1,0,0,0,0,0,0,0,0,6,1,17,6,42,21,59,27,0,12,5,16,26,6,34,42,20,4,7,8,80,124.0,253.0,491.0,836.325,3181.4935111226264,6008.205,1.0,1.0,25.0,2.0,20.0,5.0
Bournemouth,game_state,1983571,for,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983571,for,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,total,1983571,against,Season,692,19,473,386,446,209,100,164,190,196,10,1,13,1,60,32,4,89,76,46,55,318,3,8,6,12,3,3,6,7,5,3,0,1,1,0,1,0,0,0,20,6,29,19,70,34,99,53,1,16,8,35,37,8,47,72,27,2,13,11,137,210.0,511.0,1164.0,1548.435,7154.222422734594,9489.9,2.0,4.0,46.0,7.0,50.0,12.0
Bournemouth,total,1983571,for,Season,604,27,383,298,365,203,86,94,160,138,21,5,27,6,55,26,0,94,76,47,68,272,3,8,5,9,2,5,2,6,3,2,0,0,0,0,0,0,0,0,13,2,29,10,68,32,97,42,0,17,6,26,39,7,47,65,31,6,11,13,124,209.0,448.0,938.0,1723.26,5879.994806516369,10381.77,2.0,2.0,49.0,5.0,37.0,9.0
Liverpool,time_block,1983571,against,0-15,102,4,69,48,65,31,14,24,28,20,1,0,1,0,10,4,0,16,12,7,9,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,9,4,17,6,0,2,1,3,12,2,8,15,5,0,3,2,27,44.0,80.0,103.0,62.684999999999995,753.9346989961837,2155.86,0.0,0.0,7.0,0.0,6.0,0.0
Liverpool,time_block,1983571,against,16-30,94,4,49,38,46,28,13,8,27,11,4,2,7,3,10,6,0,15,13,10,11,42,1,2,2,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,5,1,4,2,15,9,19,11,0,5,1,4,6,2,9,10,4,1,0,3,22,33.0,59.0,135.0,300.72,924.8018222673912,1888.74,0.0,0.0,11.0,1.0,4.0,2.0
Liverpool,time_block,1983571,against,31-45,85,5,56,43,52,33,12,11,24,19,3,0,3,0,12,5,0,12,10,6,7,38,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,10,2,13,4,0,0,1,5,4,0,6,9,5,2,3,2,19,28.0,65.0,148.0,319.41,911.286678977133,1312.29,0.0,0.0,7.0,1.0,4.0,1.0
Liverpool,time_block,1983571,against,46-60,87,3,52,38,49,28,15,9,10,28,3,1,4,1,7,2,0,7,6,3,7,29,0,2,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,8,13,8,0,7,2,4,6,2,13,10,8,1,1,1,15,26.0,68.0,143.0,246.75,873.7043825085359,1037.295,1.0,1.0,1.0,0.0,6.0,2.0
Liverpool,time_block,1983571,against,61-75,110,6,73,62,71,37,19,17,33,29,4,1,5,1,8,5,0,20,16,11,14,52,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,5,2,10,3,15,5,0,1,1,6,6,1,5,12,3,2,0,2,19,34.0,84.0,187.0,258.72,1113.1666215692696,2005.5,1.0,0.0,14.0,1.0,4.0,1.0
Liverpool,time_block,1983571,against,76+,126,5,84,69,82,46,13,25,38,31,6,1,7,1,8,4,0,24,19,10,20,61,1,2,0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,3,1,7,2,13,6,20,8,0,2,0,4,5,0,6,9,6,0,4,3,22,44.0,92.0,222.0,534.975,1303.1006021978558,1982.085,0.0,1.0,9.0,2.0,13.0,3.0
Liverpool,time_block,1983571,for,0-15,120,1,84,63,79,38,14,32,7,56,1,0,1,0,12,6,0,2,1,3,3,41,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,6,9,5,17,11,0,2,3,4,14,4,11,18,7,0,2,3,32,45.0,89.0,162.0,143.74499999999998,1104.1926103194864,1901.34,0.0,0.0,6.0,1.0,10.0,1.0
Liverpool,time_block,1983571,for,16-30,109,5,72,62,70,26,19,27,39,23,2,0,2,0,9,5,1,16,15,8,9,49,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,4,2,15,5,19,7,0,4,1,4,4,0,9,8,4,1,3,0,17,29.0,89.0,238.0,255.98999999999998,1380.606973320849,1344.8400000000001,1.0,1.0,6.0,0.0,9.0,1.0
Liverpool,time_block,1983571,for,31-45,126,4,95,83,90,42,24,29,39,44,2,0,3,0,10,5,1,18,17,8,15,63,1,3,2,5,1,2,2,3,2,1,0,0,0,0,0,0,0,0,3,2,3,1,11,8,14,9,1,2,1,4,4,1,6,8,4,0,2,3,15,28.0,94.0,241.0,326.445,1400.2211069160692,1331.505,0.0,1.0,8.0,3.0,4.0,5.0
Liverpool,time_block,1983571,for,46-60,124,4,87,72,83,39,15,33,44,28,4,1,4,1,5,3,0,18,13,13,13,67,0,2,1,3,1,0,2,2,1,1,0,1,1,0,1,0,0,0,5,1,2,2,11,3,13,5,0,1,1,4,6,1,4,10,3,0,1,1,26,38.0,100.0,201.0,351.435,1458.8542414559831,1819.6499999999999,0.0,1.0,9.0,2.0,7.0,3.0
Liverpool,time_block,1983571,for,61-75,96,4,56,45,54,24,9,23,22,23,1,0,2,0,9,5,2,17,15,5,6,34,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,3,9,6,14,9,0,4,1,12,6,1,8,18,3,0,2,0,17,30.0,59.0,159.0,263.13,732.6220519071294,1282.365,1.0,1.0,6.0,0.0,11.0,1.0
Liverpool,time_block,1983571,for,76+,117,1,79,61,70,40,19,20,39,22,0,0,1,0,15,8,0,18,15,9,9,64,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,7,5,15,7,22,12,0,3,1,7,3,1,9,10,6,1,3,4,30,40.0,80.0,163.0,207.68999999999997,1077.7254388150768,1810.2,0.0,0.0,11.0,1.0,9.0,1.0
Liverpool,game_state,1983571,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,game_state,1983571,against,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,game_state,1983571,against,Level,349,16,216,159,202,116,50,50,85,74,9,3,13,4,37,16,0,47,39,24,33,152,2,5,4,5,1,3,1,5,0,1,0,0,0,0,0,0,0,0,6,1,17,6,42,21,59,27,0,12,5,16,26,6,34,42,20,4,7,8,80,124.0,253.0,491.0,836.325,3181.4935111226264,6008.205,1.0,1.0,25.0,2.0,20.0,5.0
Liverpool,game_state,1983571,against,+1,255,11,167,139,163,87,36,44,75,64,12,2,14,2,18,10,0,47,37,23,35,120,1,3,1,4,1,2,1,1,3,1,0,0,0,0,0,0,0,0,7,1,12,4,26,11,38,15,0,5,1,10,13,1,13,23,11,2,4,5,44,85.0,195.0,447.0,886.935,2698.5012953937426,4373.565,1.0,1.0,24.0,3.0,17.0,4.0
Liverpool,game_state,1983571,against,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,game_state,1983571,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,game_state,1983571,for,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,game_state,1983571,for,Level,458,14,328,271,312,141,69,118,123,148,9,1,10,1,34,18,2,52,44,32,39,212,1,5,4,9,2,3,4,5,4,2,0,1,1,0,1,0,0,0,13,4,17,11,43,20,60,31,1,8,6,12,26,6,29,38,18,1,8,7,86,134.0,360.0,807.0,1071.6299999999999,5143.60048955085,6163.29,1.0,2.0,29.0,6.0,28.0,9.0
Liverpool,game_state,1983571,for,+1,234,5,145,115,134,68,31,46,67,48,1,0,3,0,26,14,2,37,32,14,16,106,2,3,2,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0,7,2,12,8,27,14,39,22,0,8,2,23,11,2,18,34,9,1,5,4,51,76.0,151.0,357.0,476.80499999999995,2010.6219331837435,3326.61,1.0,2.0,17.0,1.0,22.0,3.0
Liverpool,game_state,1983571,for,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,total,1983571,against,Season,604,27,383,298,365,203,86,94,160,138,21,5,27,6,55,26,0,94,76,47,68,272,3,8,5,9,2,5,2,6,3,2,0,0,0,0,0,0,0,0,13,2,29,10,68,32,97,42,0,17,6,26,39,7,47,65,31,6,11,13,124,209.0,448.0,938.0,1723.26,5879.994806516369,10381.77,2.0,2.0,49.0,5.0,37.0,9.0
Liverpool,total,1983571,for,Season,692,19,473,386,446,209,100,164,190,196,10,1,13,1,60,32,4,89,76,46,55,318,3,8,6,12,3,3,6,7,5,3,0,1,1,0,1,0,0,0,20,6,29,19,70,34,99,53,1,16,8,35,37,8,47,72,27,2,13,11,137,210.0,511.0,1164.0,1548.435,7154.222422734594,9489.9,2.0,4.0,46.0,7.0,50.0,12.0
Brighton,time_block,1983572,against,0-15,78,6,52,36,51,26,11,15,14,22,2,0,4,0,8,3,0,7,4,2,2,34,2,1,1,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,4,1,8,4,9,3,17,7,0,1,1,1,4,0,5,5,3,0,3,1,21,37.0,61.0,87.0,63.84,656.1024455440886,2038.26,1.0,1.0,7.0,3.0,8.0,3.0
Brighton,time_block,1983572,against,16-30,64,3,42,28,39,22,11,9,12,16,1,0,3,1,8,2,0,12,6,3,1,34,2,1,1,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,3,2,4,3,11,6,15,9,0,2,2,1,7,1,9,8,7,0,4,2,17,29.0,47.0,80.0,68.145,439.6843417276886,1833.51,0.0,0.0,13.0,3.0,0.0,3.0
Brighton,time_block,1983572,against,31-45,77,0,38,23,31,16,6,16,3,20,0,0,0,0,7,1,0,2,1,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,16,10,22,11,0,4,1,6,3,2,10,9,7,0,3,4,24,31.0,42.0,59.0,101.32499999999999,375.1076563846128,1178.625,0.0,0.0,3.0,0.0,7.0,0.0
Brighton,time_block,1983572,against,46-60,88,5,39,28,36,19,9,11,18,10,3,0,3,0,8,2,0,15,14,2,4,26,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,9,3,12,8,21,11,0,4,2,7,5,4,11,12,7,1,0,2,17,30.0,48.0,84.0,102.79500000000002,562.645815848379,1449.7350000000001,0.0,0.0,9.0,1.0,7.0,1.0
Brighton,time_block,1983572,against,61-75,90,3,48,38,46,26,11,11,10,28,1,0,1,0,8,3,0,5,5,4,6,27,0,0,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,6,5,12,5,18,10,0,4,1,13,1,1,12,14,4,5,1,1,16,25.0,53.0,167.0,233.30999999999997,745.357038640595,998.235,0.0,1.0,4.0,1.0,5.0,2.0
Brighton,time_block,1983572,against,76+,69,2,33,18,25,22,5,6,8,10,0,0,2,0,13,4,0,8,4,3,5,20,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,9,5,17,5,26,10,0,2,1,11,4,1,13,15,9,4,5,3,20,34.0,38.0,50.0,182.28000000000003,318.87698937161764,1515.885,0.0,0.0,6.0,0.0,5.0,1.0
Brighton,time_block,1983572,for,0-15,113,0,84,70,81,39,22,23,16,54,1,0,2,0,10,6,0,6,5,4,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,8,5,16,9,1,1,3,7,1,0,6,8,5,1,1,3,17,29.0,100.0,254.0,79.905,1444.4249840546017,1323.105,0.0,0.0,2.0,0.0,9.0,0.0
Brighton,time_block,1983572,for,16-30,138,1,106,98,100,38,23,45,25,73,0,0,0,0,11,8,1,8,7,5,5,62,0,2,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,4,1,11,4,15,5,0,0,0,7,5,2,6,12,4,2,2,4,17,26.0,107.0,274.0,191.41499999999996,1612.572483533271,957.495,0.0,1.0,2.0,0.0,7.0,2.0
Brighton,time_block,1983572,for,31-45,145,5,109,90,107,39,25,45,54,36,6,0,9,2,9,1,0,30,25,6,11,83,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,6,5,15,5,21,10,0,2,0,3,9,4,12,12,10,2,4,3,26,42.0,115.0,233.0,108.36,1397.5754208983835,2647.995,0.0,0.0,15.0,1.0,4.0,1.0
Brighton,time_block,1983572,for,46-60,106,4,66,50,63,28,10,28,31,19,5,0,7,0,7,3,0,18,16,7,10,47,2,2,1,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,4,1,9,6,11,3,20,9,0,2,1,7,9,0,7,16,4,2,2,0,24,39.0,76.0,143.0,229.005,821.9453410004086,2127.405,0.0,0.0,9.0,2.0,7.0,3.0
Brighton,time_block,1983572,for,61-75,97,9,53,39,52,31,9,13,19,20,8,1,10,2,7,3,0,13,8,4,7,35,2,3,1,7,3,3,1,4,3,3,0,1,1,0,1,0,0,0,6,5,6,1,12,7,18,8,0,1,1,1,4,0,3,5,3,0,1,1,19,40.0,69.0,159.0,283.395,990.2998403639854,2401.56,0.0,2.0,14.0,5.0,5.0,7.0
Brighton,time_block,1983572,for,76+,154,10,104,90,98,43,23,38,49,41,6,2,7,2,15,8,0,17,16,8,13,85,1,4,3,7,1,3,3,5,2,1,0,0,0,0,0,0,0,0,6,4,9,4,17,11,26,15,0,2,0,8,10,1,6,18,4,0,3,5,22,48.0,113.0,281.0,376.21500000000003,1601.9785201930238,2668.89,0.0,0.0,16.0,6.0,5.0,7.0
Brighton,game_state,1983572,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brighton,game_state,1983572,against,-1,295,9,152,109,137,75,35,42,37,72,4,0,6,1,28,7,0,31,23,7,10,94,2,2,2,5,2,2,1,5,0,2,0,0,0,0,0,0,0,0,10,6,24,11,49,28,73,39,0,13,6,27,15,7,40,42,23,6,8,9,65,103.0,173.0,335.0,411.28499999999997,1909.6975383823444,4784.745,0.0,1.0,26.0,4.0,19.0,5.0
Brighton,game_state,1983572,against,Level,171,10,100,62,91,56,18,26,28,34,3,0,7,0,24,8,0,18,11,7,10,67,4,2,1,5,2,2,1,5,0,2,0,1,1,0,1,0,0,0,8,1,18,10,28,9,46,19,0,4,2,12,9,2,20,21,14,4,8,4,50,83.0,116.0,192.0,340.41,1188.076749134637,4229.505,1.0,1.0,16.0,4.0,13.0,5.0
Brighton,game_state,1983572,against,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brighton,game_state,1983572,against,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brighton,game_state,1983572,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brighton,game_state,1983572,for,-1,467,18,325,274,313,129,68,128,129,145,19,1,26,4,33,15,1,69,56,22,32,226,6,8,5,13,4,5,4,6,7,4,0,1,1,0,1,0,0,0,15,6,24,13,47,18,71,31,0,4,1,17,25,6,26,42,19,6,9,8,78,138.0,367.0,828.0,773.85,4896.275457882697,7829.22,0.0,2.0,40.0,8.0,19.0,13.0
Brighton,game_state,1983572,for,Level,286,11,197,163,188,89,44,64,65,98,7,2,9,2,26,14,0,23,21,12,17,141,1,4,3,7,1,3,3,5,2,1,0,0,0,0,0,0,0,0,7,4,18,8,27,17,45,25,1,4,4,16,13,1,14,29,11,1,4,8,47,86.0,213.0,516.0,494.445,2972.521132160977,4297.2300000000005,0.0,1.0,18.0,6.0,18.0,7.0
Brighton,game_state,1983572,for,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brighton,game_state,1983572,for,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brighton,total,1983572,against,Season,466,19,252,171,228,131,53,68,65,106,7,0,13,1,52,15,0,49,34,14,20,161,6,4,3,10,4,4,2,10,0,4,0,1,1,0,1,0,0,0,18,7,42,21,77,37,119,58,0,17,8,39,24,9,60,63,37,10,16,13,115,186.0,289.0,527.0,751.695,3097.7742875169815,9014.25,1.0,2.0,42.0,8.0,32.0,10.0
Brighton,total,1983572,for,Season,753,29,522,437,501,218,112,192,194,243,26,3,35,6,59,29,1,92,77,34,49,367,7,12,8,20,5,8,7,11,9,5,0,1,1,0,1,0,0,0,22,10,42,21,74,35,116,56,1,8,5,33,38,7,40,71,30,7,13,16,125,224.0,580.0,1344.0,1268.295,7868.796590043674,12126.45,0.0,3.0,58.0,14.0,37.0,20.0
Leeds,time_block,1983572,against,0-15,113,0,84,70,81,39,22,23,16,54,1,0,2,0,10,6,0,6,5,4,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,8,5,16,9,1,1,3,7,1,0,6,8,5,1,1,3,17,29.0,100.0,254.0,79.905,1444.4249840546017,1323.105,0.0,0.0,2.0,0.0,9.0,0.0
Leeds,time_block,1983572,against,16-30,138,1,106,98,100,38,23,45,25,73,0,0,0,0,11,8,1,8,7,5,5,62,0,2,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,4,1,11,4,15,5,0,0,0,7,5,2,6,12,4,2,2,4,17,26.0,107.0,274.0,191.41499999999996,1612.572483533271,957.495,0.0,1.0,2.0,0.0,7.0,2.0
Leeds,time_block,1983572,against,31-45,145,5,109,90,107,39,25,45,54,36,6,0,9,2,9,1,0,30,25,6,11,83,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,6,5,15,5,21,10,0,2,0,3,9,4,12,12,10,2,4,3,26,42.0,115.0,233.0,108.36,1397.5754208983835,2647.995,0.0,0.0,15.0,1.0,4.0,1.0
Leeds,time_block,1983572,against,46-60,106,4,66,50,63,28,10,28,31,19,5,0,7,0,7,3,0,18,16,7,10,47,2,2,1,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,4,1,9,6,11,3,20,9,0,2,1,7,9,0,7,16,4,2,2,0,24,39.0,76.0,143.0,229.005,821.9453410004086,2127.405,0.0,0.0,9.0,2.0,7.0,3.0
Leeds,time_block,1983572,against,61-75,97,9,53,39,52,31,9,13,19,20,8,1,10,2,7,3,0,13,8,4,7,35,2,3,1,7,3,3,1,4,3,3,0,1,1,0,1,0,0,0,6,5,6,1,12,7,18,8,0,1,1,1,4,0,3,5,3,0,1,1,19,40.0,69.0,159.0,283.395,990.2998403639854,2401.56,0.0,2.0,14.0,5.0,5.0,7.0
Leeds,time_block,1983572,against,76+,154,10,104,90,98,43,23,38,49,41,6,2,7,2,15,8,0,17,16,8,13,85,1,4,3,7,1,3,3,5,2,1,0,0,0,0,0,0,0,0,6,4,9,4,17,11,26,15,0,2,0,8,10,1,6,18,4,0,3,5,22,48.0,113.0,281.0,376.21500000000003,1601.9785201930238,2668.89,0.0,0.0,16.0,6.0,5.0,7.0
Leeds,time_block,1983572,for,0-15,78,6,52,36,51,26,11,15,14,22,2,0,4,0,8,3,0,7,4,2,2,34,2,1,1,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,4,1,8,4,9,3,17,7,0,1,1,1,4,0,5,5,3,0,3,1,21,37.0,61.0,87.0,63.84,656.1024455440886,2038.26,1.0,1.0,7.0,3.0,8.0,3.0
Leeds,time_block,1983572,for,16-30,64,3,42,28,39,22,11,9,12,16,1,0,3,1,8,2,0,12,6,3,1,34,2,1,1,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,3,2,4,3,11,6,15,9,0,2,2,1,7,1,9,8,7,0,4,2,17,29.0,47.0,80.0,68.145,439.6843417276886,1833.51,0.0,0.0,13.0,3.0,0.0,3.0
Leeds,time_block,1983572,for,31-45,77,0,38,23,31,16,6,16,3,20,0,0,0,0,7,1,0,2,1,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,16,10,22,11,0,4,1,6,3,2,10,9,7,0,3,4,24,31.0,42.0,59.0,101.32499999999999,375.1076563846128,1178.625,0.0,0.0,3.0,0.0,7.0,0.0
